Order Date,Ship Date,Work,Order #,Product,Fulfilment Country,Destination Country,Destination State,Status,Quantity,Retail Price (USD),Manufacturing Price (USD),Artist Margin (USD)
23 Apr 23,24 Apr 23,Cosmic Cartography,62726493,Poster,United States,United States,OH,to be paid,1,22.44,22.44,0.00
12 Apr 23,13 Apr 23,DESI plane,62574695,Premium T-Shirt,United States,United States,UT,to be paid,1,29.43,29.43,0.00
