Order Date,Ship Date,Work,Order #,Product,Fulfilment Country,Destination Country,Destination State,Status,Quantity,Retail Price (USD),Manufacturing Price (USD),Artist Margin (USD)
30 Jul 23,31 Jul 23,DESI plane,64138336,Mug,United States,United States,OH,to be paid,1,15.86,15.86,0.00
14 Jul 23,18 Jul 23,DESI Logo with text,63913667,Baseball Cap,United States,United States,UT,to be paid,1,16.74,16.74,0.00
